date,y_hat,y_real,signal,signal_prev,cost,pnl
2025-01-13 00:00:00-05:00,0.002193598435743392,0.020945561756593893,1,0.0,0.0,0.020945561756593893
2025-01-14 00:00:00-05:00,0.004501054443307418,0.014242352738317502,1,1.0,0.0,0.014242352738317502
2025-01-15 00:00:00-05:00,0.004186159258065174,0.017462564330738534,1,1.0,0.0,0.017462564330738534
2025-01-16 00:00:00-05:00,0.0015498369735491115,0.023089866202137984,1,1.0,0.0,0.023089866202137984
2025-01-17 00:00:00-05:00,0.003889418773771554,0.010474303106861739,1,1.0,0.0,0.010474303106861739
2025-01-21 00:00:00-05:00,0.0024653271095373425,0.026832684524582685,1,1.0,0.0,0.026832684524582685
2025-01-22 00:00:00-05:00,0.003976837189799776,-0.013830182106360278,1,1.0,0.0,-0.013830182106360278
2025-01-23 00:00:00-05:00,0.003101398507656715,0.007781046130746187,1,1.0,0.0,0.007781046130746187
2025-01-24 00:00:00-05:00,0.003276436385680784,-0.1334712359751223,1,1.0,0.0,-0.1334712359751223
2025-01-27 00:00:00-05:00,0.002763769056094402,0.02822482202787373,1,1.0,0.0,0.02822482202787373
2025-01-28 00:00:00-05:00,0.00382726971755424,-0.01949261639543731,1,1.0,0.0,-0.01949261639543731
2025-01-29 00:00:00-05:00,0.003667670048491774,-0.004862233932838957,1,1.0,0.0,-0.004862233932838957
2025-01-30 00:00:00-05:00,0.005846315679809135,-0.007004035761535207,1,1.0,0.0,-0.007004035761535207
2025-01-31 00:00:00-05:00,0.00428098837797387,-0.04531905456032325,1,1.0,0.0,-0.04531905456032325
2025-02-03 00:00:00-05:00,0.0027990018011253342,0.0025682354569784367,1,1.0,0.0,0.0025682354569784367
2025-02-04 00:00:00-05:00,0.002873432173804228,0.025873915915866495,1,1.0,0.0,0.025873915915866495
2025-02-05 00:00:00-05:00,0.004481447499393658,0.020535875986766122,1,1.0,0.0,0.020535875986766122
2025-02-06 00:00:00-05:00,0.004727613199867428,0.004187742123981239,1,1.0,0.0,0.004187742123981239
2025-02-07 00:00:00-05:00,0.0031243566795245365,0.0019235954613344413,1,1.0,0.0,0.0019235954613344413
2025-02-10 00:00:00-05:00,0.004130626317552887,-0.007439489199134852,1,1.0,0.0,-0.007439489199134852
2025-02-11 00:00:00-05:00,0.002531562057062709,-0.02115594238608635,1,1.0,0.0,-0.02115594238608635
2025-02-12 00:00:00-05:00,0.003374904377951511,0.0031975525822212094,1,1.0,0.0,0.0031975525822212094
2025-02-13 00:00:00-05:00,0.0036373441431340084,0.008757479449180016,1,1.0,0.0,0.008757479449180016
2025-02-14 00:00:00-05:00,0.0039483174117686684,0.017278725456372962,1,1.0,0.0,0.017278725456372962
2025-02-18 00:00:00-05:00,0.0033722036299548177,0.0007887893630824533,1,1.0,0.0,0.0007887893630824533
2025-02-19 00:00:00-05:00,0.0028972696475327384,0.005729465415404981,1,1.0,0.0,0.005729465415404981
2025-02-20 00:00:00-05:00,0.0033939754991247247,-0.0004997845954038511,1,1.0,0.0,-0.0004997845954038511
2025-02-21 00:00:00-05:00,0.002476828540141831,0.015720497625637254,1,1.0,0.0,0.015720497625637254
2025-02-24 00:00:00-05:00,0.003813713299593707,-0.0023054114421287024,1,1.0,0.0,-0.0023054114421287024
2025-02-25 00:00:00-05:00,0.005617383797559069,0.026188139905589783,1,1.0,0.0,0.026188139905589783
2025-02-26 00:00:00-05:00,0.0031351199257949104,0.02794234095506401,1,1.0,0.0,0.02794234095506401
2025-02-27 00:00:00-05:00,0.0029120606937497492,-0.01788690169700711,1,1.0,0.0,-0.01788690169700711
2025-02-28 00:00:00-05:00,0.0035243414428629315,-0.01135137601112419,1,1.0,0.0,-0.01135137601112419
2025-03-03 00:00:00-05:00,0.0060730088773494175,-0.030352524036615983,1,1.0,0.0,-0.030352524036615983
2025-03-04 00:00:00-05:00,0.002752691760735031,0.013615006470533032,1,1.0,0.0,0.013615006470533032
