model,net_ann_ret,net_ann_vol,net_sharpe,bh_ann_ret,bh_ann_vol,bh_sharpe,turnover_legs_per_day,pct_long,pct_short,pct_flat
Ridge_TimeRoll_ResidRow,1.237680043400397,0.41281501105899426,2.9981468944779324,-0.054494222409164676,0.42016296444774026,-0.12969782446387573,0.7280701754385965,0.7719298245614035,0.22807017543859648,5.551115123125783e-17
XGB_FixedFWD_ResidStyle,0.36814532770091163,0.41953095755446523,0.8775164766073729,-0.054494222409164676,0.42016296444774026,-0.12969782446387573,0.07894736842105263,0.9736842105263158,0.02631578947368421,0.0
Lasso_FixedFWD_Resid,0.3095827078668117,0.4197202833643866,0.7375929163710269,-0.054494222409164676,0.42016296444774026,-0.12969782446387573,0.21929824561403508,0.9473684210526315,0.05263157894736842,5.551115123125783e-17
ENet_FixedFWD_Resid,0.19224901167116218,0.42000100220752495,0.4577346498239326,-0.054494222409164676,0.42016296444774026,-0.12969782446387573,0.2543859649122807,0.9385964912280702,0.06140350877192982,0.0
LGBM_FixedFWD_ResidStyle,-0.054494222409164676,0.42016296444774026,-0.12969782446387573,-0.054494222409164676,0.42016296444774026,-0.12969782446387573,0.008771929824561403,1.0,0.0,0.0
VAR(1)_FixedFWD_CC_AllFeat,-1.185084022212726,0.6313560212092484,-1.877045569222436,0.18656689951123667,0.6356818957310892,0.29349097522538153,1.0336134453781514,0.6302521008403361,0.3697478991596639,0.0
