Date,y_hat,y_real,signal,signal_prev,delta_pos,cost,pnl,hyperparam
2025-01-13 00:00:00-05:00,0.0037770528124220545,0.020945561756593893,1,0.0,1.0,0.0,0.020945561756593893,"(0.002154434690031882, 0.9)"
2025-01-14 00:00:00-05:00,0.0032441779850775213,0.014242352738317502,1,1.0,0.0,0.0,0.014242352738317502,"(0.002154434690031882, 0.9)"
2025-01-15 00:00:00-05:00,0.004529311900905228,0.017462564330738534,1,1.0,0.0,0.0,0.017462564330738534,"(0.002154434690031882, 0.9)"
2025-01-16 00:00:00-05:00,0.0032672840287470235,0.023089866202137984,1,1.0,0.0,0.0,0.023089866202137984,"(0.002154434690031882, 0.9)"
2025-01-17 00:00:00-05:00,0.008293395635852858,0.010474303106861739,1,1.0,0.0,0.0,0.010474303106861739,"(0.002154434690031882, 0.9)"
2025-01-21 00:00:00-05:00,0.003902875045888115,0.026832684524582685,1,1.0,0.0,0.0,0.026832684524582685,"(0.002154434690031882, 0.9)"
2025-01-22 00:00:00-05:00,0.0032234482360294307,-0.013830182106360278,1,1.0,0.0,0.0,-0.013830182106360278,"(0.002154434690031882, 0.9)"
2025-01-23 00:00:00-05:00,0.0026801986986981254,0.007781046130746187,1,1.0,0.0,0.0,0.007781046130746187,"(0.002154434690031882, 0.9)"
2025-01-24 00:00:00-05:00,0.0019516572428351468,-0.1334712359751223,1,1.0,0.0,0.0,-0.1334712359751223,"(0.002154434690031882, 0.9)"
2025-01-27 00:00:00-05:00,0.004823164259403295,0.02822482202787373,1,1.0,0.0,0.0,0.02822482202787373,"(0.002154434690031882, 0.9)"
2025-01-28 00:00:00-05:00,0.0017122441878674617,-0.01949261639543731,1,1.0,0.0,0.0,-0.01949261639543731,"(0.002154434690031882, 0.9)"
2025-01-29 00:00:00-05:00,0.0031690919636748454,-0.004862233932838957,1,1.0,0.0,0.0,-0.004862233932838957,"(0.002154434690031882, 0.9)"
2025-01-30 00:00:00-05:00,0.003596362795937175,-0.007004035761535207,1,1.0,0.0,0.0,-0.007004035761535207,"(0.002154434690031882, 0.9)"
2025-01-31 00:00:00-05:00,0.0016570000412431053,-0.04531905456032325,1,1.0,0.0,0.0,-0.04531905456032325,"(0.002154434690031882, 0.9)"
2025-02-03 00:00:00-05:00,0.004002090831687351,0.0025682354569784367,1,1.0,0.0,0.0,0.0025682354569784367,"(0.002154434690031882, 0.9)"
2025-02-04 00:00:00-05:00,0.0028000438374986007,0.025873915915866495,1,1.0,0.0,0.0,0.025873915915866495,"(0.002154434690031882, 0.9)"
2025-02-05 00:00:00-05:00,0.003988737411592068,0.020535875986766122,1,1.0,0.0,0.0,0.020535875986766122,"(0.002154434690031882, 0.9)"
2025-02-06 00:00:00-05:00,0.002627826440232155,0.004187742123981239,1,1.0,0.0,0.0,0.004187742123981239,"(0.002154434690031882, 0.9)"
2025-02-07 00:00:00-05:00,0.003119777220605485,0.0019235954613344413,1,1.0,0.0,0.0,0.0019235954613344413,"(0.002154434690031882, 0.9)"
2025-02-10 00:00:00-05:00,0.005274889572450105,-0.007439489199134852,1,1.0,0.0,0.0,-0.007439489199134852,"(0.002154434690031882, 0.9)"
2025-02-11 00:00:00-05:00,0.007337681090817377,-0.02115594238608635,1,1.0,0.0,0.0,-0.02115594238608635,"(0.002154434690031882, 0.9)"
2025-02-12 00:00:00-05:00,0.008029576000158429,0.0031975525822212094,1,1.0,0.0,0.0,0.0031975525822212094,"(0.002154434690031882, 0.9)"
2025-02-13 00:00:00-05:00,0.0076986952239519665,0.008757479449180016,1,1.0,0.0,0.0,0.008757479449180016,"(0.002154434690031882, 0.9)"
2025-02-14 00:00:00-05:00,0.0019881911477518974,0.017278725456372962,1,1.0,0.0,0.0,0.017278725456372962,"(0.002154434690031882, 0.9)"
2025-02-18 00:00:00-05:00,0.012685562457272433,0.0007887893630824533,1,1.0,0.0,0.0,0.0007887893630824533,"(0.002154434690031882, 0.9)"
2025-02-19 00:00:00-05:00,-0.001272698108414285,0.005729465415404981,-1,1.0,2.0,0.0,-0.005729465415404981,"(0.002154434690031882, 0.9)"
2025-02-20 00:00:00-05:00,0.004343094167692991,-0.0004997845954038511,1,-1.0,2.0,0.0,-0.0004997845954038511,"(0.002154434690031882, 0.9)"
2025-02-21 00:00:00-05:00,0.0015039877451873986,0.015720497625637254,1,1.0,0.0,0.0,0.015720497625637254,"(0.002154434690031882, 0.9)"
2025-02-24 00:00:00-05:00,0.0027724692719167353,-0.0023054114421287024,1,1.0,0.0,0.0,-0.0023054114421287024,"(0.002154434690031882, 0.9)"
2025-02-25 00:00:00-05:00,0.0007021200755067173,0.026188139905589783,1,1.0,0.0,0.0,0.026188139905589783,"(0.002154434690031882, 0.9)"
2025-02-26 00:00:00-05:00,0.004343890510945093,0.02794234095506401,1,1.0,0.0,0.0,0.02794234095506401,"(0.002154434690031882, 0.9)"
2025-02-27 00:00:00-05:00,0.004524456484374531,-0.01788690169700711,1,1.0,0.0,0.0,-0.01788690169700711,"(0.002154434690031882, 0.9)"
2025-02-28 00:00:00-05:00,0.0046981702419039316,-0.01135137601112419,1,1.0,0.0,0.0,-0.01135137601112419,"(0.002154434690031882, 0.9)"
2025-03-03 00:00:00-05:00,0.0020322832317385426,-0.030352524036615983,1,1.0,0.0,0.0,-0.030352524036615983,"(0.002154434690031882, 0.9)"
2025-03-04 00:00:00-05:00,-0.0009351044991279954,0.013615006470533032,-1,1.0,2.0,0.0,-0.013615006470533032,"(0.002154434690031882, 0.9)"
2025-03-05 00:00:00-05:00,0.001064182278023355,-0.032667673251929465,1,-1.0,2.0,0.0,-0.032667673251929465,"(0.002154434690031882, 0.9)"
2025-03-06 00:00:00-05:00,0.004892263009561828,0.006131119252062546,1,1.0,0.0,0.0,0.006131119252062546,"(0.002154434690031882, 0.9)"
2025-03-07 00:00:00-05:00,0.0020552685347268477,-0.025069832335233144,1,1.0,0.0,0.0,-0.025069832335233144,"(0.002154434690031882, 0.9)"
2025-03-10 00:00:00-04:00,0.002960389752770571,9.34197016982097e-05,1,1.0,0.0,0.0,9.34197016982097e-05,"(0.002154434690031882, 0.9)"
2025-03-11 00:00:00-04:00,0.003438596000223129,0.04810691100682735,1,1.0,0.0,0.0,0.04810691100682735,"(0.002154434690031882, 0.9)"
2025-03-12 00:00:00-04:00,0.00565590040890953,0.011084024067446211,1,1.0,0.0,0.0,0.011084024067446211,"(0.002154434690031882, 0.9)"
2025-03-13 00:00:00-04:00,0.01265726310360297,0.02587785845510764,1,1.0,0.0,0.0,0.02587785845510764,"(0.002154434690031882, 0.9)"
2025-03-14 00:00:00-04:00,0.0033158695722941204,0.00875583280642798,1,1.0,0.0,0.0,0.00875583280642798,"(0.002154434690031882, 0.9)"
2025-03-17 00:00:00-04:00,0.007221473314036764,-0.01288275121169964,1,1.0,0.0,0.0,-0.01288275121169964,"(0.002154434690031882, 0.9)"
2025-03-18 00:00:00-04:00,0.004578039927909164,0.01581465157665412,1,1.0,0.0,0.0,0.01581465157665412,"(0.002154434690031882, 0.9)"
2025-03-19 00:00:00-04:00,-0.0015554610471418613,-0.008288111634961967,-1,1.0,2.0,0.0,0.008288111634961967,"(0.002154434690031882, 0.9)"
2025-03-20 00:00:00-04:00,0.003351825627008408,-0.013505079167773376,1,-1.0,2.0,0.0,-0.013505079167773376,"(0.002154434690031882, 0.9)"
2025-03-21 00:00:00-04:00,0.0047044719151943205,0.01835223119941053,1,1.0,0.0,0.0,0.01835223119941053,"(0.002154434690031882, 0.9)"
2025-03-24 00:00:00-04:00,0.002283796730694943,-0.007108647776577969,1,1.0,0.0,0.0,-0.007108647776577969,"(0.002154434690031882, 0.9)"
2025-03-25 00:00:00-04:00,0.003638849160973462,-0.01637325890716633,1,1.0,0.0,0.0,-0.01637325890716633,"(0.002154434690031882, 0.9)"
2025-03-26 00:00:00-04:00,0.0023973467128586383,-0.02141260483339896,1,1.0,0.0,0.0,-0.02141260483339896,"(0.002154434690031882, 0.9)"
2025-03-27 00:00:00-04:00,0.004796377320304811,0.0005382878210594646,1,1.0,0.0,0.0,0.0005382878210594646,"(0.002154434690031882, 0.9)"
2025-03-28 00:00:00-04:00,0.0020527588142996594,-0.042278186613916566,1,1.0,0.0,0.0,-0.042278186613916566,"(0.002154434690031882, 0.9)"
2025-03-31 00:00:00-04:00,0.0035914439781578244,0.0012909120611328167,1,1.0,0.0,0.0,0.0012909120611328167,"(0.002154434690031882, 0.9)"
2025-04-01 00:00:00-04:00,0.0015271395932070345,-0.026307629919230593,1,1.0,0.0,0.0,-0.026307629919230593,"(0.002154434690031882, 0.9)"
2025-04-02 00:00:00-04:00,0.003040192118943953,-0.0646230132396897,1,1.0,0.0,0.0,-0.0646230132396897,"(0.002154434690031882, 0.9)"
2025-04-03 00:00:00-04:00,0.008814513280296392,-0.02879975131798522,1,1.0,0.0,0.0,-0.02879975131798522,"(0.002154434690031882, 0.9)"
2025-04-04 00:00:00-04:00,-0.0016469449675947322,-0.0754056671519389,-1,1.0,2.0,0.0,0.0754056671519389,"(0.002154434690031882, 0.9)"
2025-04-07 00:00:00-04:00,0.0016978364848604743,0.06127504241340883,1,-1.0,2.0,0.0,0.06127504241340883,"(0.002154434690031882, 0.9)"
2025-04-08 00:00:00-04:00,-2.376007675633984e-05,0.026539764615682648,-1,1.0,2.0,0.0,-0.026539764615682648,"(0.002154434690031882, 0.9)"
2025-04-09 00:00:00-04:00,0.00842357694042294,-0.044352365109511654,1,-1.0,2.0,0.0,-0.044352365109511654,"(0.002154434690031882, 0.9)"
2025-04-10 00:00:00-04:00,0.0014359597239158419,0.008608377373597317,1,1.0,0.0,0.0,0.008608377373597317,"(0.002154434690031882, 0.9)"
2025-04-11 00:00:00-04:00,0.0022211217313515145,0.02826352629375376,1,1.0,0.0,0.0,0.02826352629375376,"(0.002154434690031882, 0.9)"
2025-04-14 00:00:00-04:00,0.005117779843654566,0.002345743910994804,1,1.0,0.0,0.0,0.002345743910994804,"(0.002154434690031882, 0.9)"
2025-04-15 00:00:00-04:00,0.0018274963360066677,-0.07061751082522819,1,1.0,0.0,0.0,-0.07061751082522819,"(0.002154434690031882, 0.9)"
2025-04-16 00:00:00-04:00,0.0028758019501217845,-0.000382893816495383,1,1.0,0.0,0.0,-0.000382893816495383,"(0.002154434690031882, 0.9)"
2025-04-17 00:00:00-04:00,0.002642811686098906,-0.027166369479392573,1,1.0,0.0,0.0,-0.027166369479392573,"(0.002154434690031882, 0.9)"
2025-04-21 00:00:00-04:00,0.0038370947041644404,0.019112392219457677,1,1.0,0.0,0.0,0.019112392219457677,"(0.002154434690031882, 0.9)"
2025-04-22 00:00:00-04:00,0.005070086860395876,0.055370293424917304,1,1.0,0.0,0.0,0.055370293424917304,"(0.002154434690031882, 0.9)"
2025-04-23 00:00:00-04:00,0.005659711543388585,0.00746891549423653,1,1.0,0.0,0.0,0.00746891549423653,"(0.002154434690031882, 0.9)"
2025-04-24 00:00:00-04:00,0.0042096233722201904,0.003938472564248637,1,1.0,0.0,0.0,0.003938472564248637,"(0.002154434690031882, 0.9)"
2025-04-25 00:00:00-04:00,-0.0014421225599612736,-0.011962078907571467,-1,1.0,2.0,0.0,0.011962078907571467,"(0.002154434690031882, 0.9)"
2025-04-28 00:00:00-04:00,0.0050512561846601115,-0.009796799062238367,1,-1.0,2.0,0.0,-0.009796799062238367,"(0.002154434690031882, 0.9)"
2025-04-29 00:00:00-04:00,0.003344300310993106,-0.042631360310087726,1,1.0,0.0,0.0,-0.042631360310087726,"(0.002154434690031882, 0.9)"
2025-04-30 00:00:00-04:00,0.0024356834718623306,0.03748189802339589,1,1.0,0.0,0.0,0.03748189802339589,"(0.002154434690031882, 0.9)"
2025-05-01 00:00:00-04:00,0.003146500558364806,0.022765496072639942,1,1.0,0.0,0.0,0.022765496072639942,"(0.002154434690031882, 0.9)"
2025-05-02 00:00:00-04:00,0.004273877107447165,-0.01398374936798421,1,1.0,0.0,0.0,-0.01398374936798421,"(0.002154434690031882, 0.9)"
2025-05-05 00:00:00-04:00,0.0026514365874961165,-0.020773017767587703,1,1.0,0.0,0.0,-0.020773017767587703,"(0.002154434690031882, 0.9)"
2025-05-06 00:00:00-04:00,0.0027683655565133463,-0.004324980087318433,1,1.0,0.0,0.0,-0.004324980087318433,"(0.002154434690031882, 0.9)"
2025-05-07 00:00:00-04:00,0.004050116244156716,0.010114424364992377,1,1.0,0.0,0.0,0.010114424364992377,"(0.002154434690031882, 0.9)"
2025-05-08 00:00:00-04:00,0.0053567581340932275,-0.0001704522188594122,1,1.0,0.0,0.0,-0.0001704522188594122,"(0.002154434690031882, 0.9)"
2025-05-09 00:00:00-04:00,0.0043665541622166515,0.04459711131510164,1,1.0,0.0,0.0,0.04459711131510164,"(0.002154434690031882, 0.9)"
2025-05-12 00:00:00-04:00,0.003185175382004132,0.01596939598828405,1,1.0,0.0,0.0,0.01596939598828405,"(0.002154434690031882, 0.9)"
2025-05-13 00:00:00-04:00,0.0035610286698225004,0.02485594767104802,1,1.0,0.0,0.0,0.02485594767104802,"(0.002154434690031882, 0.9)"
2025-05-14 00:00:00-04:00,0.00020058225117278953,-0.007788513147695545,1,1.0,0.0,0.0,-0.007788513147695545,"(0.002154434690031882, 0.9)"
2025-05-15 00:00:00-04:00,0.003823444148151895,0.01025649554798193,1,1.0,0.0,0.0,0.01025649554798193,"(0.002154434690031882, 0.9)"
2025-05-16 00:00:00-04:00,0.0038745729039065774,-0.022481208061198958,1,1.0,0.0,0.0,-0.022481208061198958,"(0.002154434690031882, 0.9)"
2025-05-19 00:00:00-04:00,0.0028587241368555312,-0.009486575518866749,1,1.0,0.0,0.0,-0.009486575518866749,"(0.002154434690031882, 0.9)"
2025-05-20 00:00:00-04:00,0.0032050546348565355,-0.009871507862279824,1,1.0,0.0,0.0,-0.009871507862279824,"(0.002154434690031882, 0.9)"
2025-05-21 00:00:00-04:00,0.002361154697139526,0.0032571530350352994,1,1.0,0.0,0.0,0.0032571530350352994,"(0.002154434690031882, 0.9)"
2025-05-22 00:00:00-04:00,0.0033910293910175793,-0.021535678473777794,1,1.0,0.0,0.0,-0.021535678473777794,"(0.002154434690031882, 0.9)"
2025-05-23 00:00:00-04:00,0.0024533508666713076,0.021549965565609636,1,1.0,0.0,0.0,0.021549965565609636,"(0.002154434690031882, 0.9)"
2025-05-27 00:00:00-04:00,0.003886692569073656,0.003903800351804346,1,1.0,0.0,0.0,0.003903800351804346,"(0.002154434690031882, 0.9)"
2025-05-28 00:00:00-04:00,0.0030990141448230014,0.053719711413446634,1,1.0,0.0,0.0,0.053719711413446634,"(0.002154434690031882, 0.9)"
2025-05-29 00:00:00-04:00,0.0029479236336415146,-0.0033824019474123666,1,1.0,0.0,0.0,-0.0033824019474123666,"(0.002154434690031882, 0.9)"
2025-05-30 00:00:00-04:00,0.0019243502051721967,0.002660563217107475,1,1.0,0.0,0.0,0.002660563217107475,"(0.002154434690031882, 0.9)"
2025-06-02 00:00:00-04:00,0.0035657824945602304,0.010139092347326798,1,1.0,0.0,0.0,0.010139092347326798,"(0.002154434690031882, 0.9)"
2025-06-03 00:00:00-04:00,0.004305748988404105,0.006845241846128049,1,1.0,0.0,0.0,0.006845241846128049,"(0.002154434690031882, 0.9)"
2025-06-04 00:00:00-04:00,0.0028057136072958885,0.0017600061090249012,1,1.0,0.0,0.0,0.0017600061090249012,"(0.002154434690031882, 0.9)"
2025-06-05 00:00:00-04:00,0.0027963990462934653,0.017841103412883145,1,1.0,0.0,0.0,0.017841103412883145,"(0.002154434690031882, 0.9)"
2025-06-06 00:00:00-04:00,0.0034691407541610473,0.010319148125275209,1,1.0,0.0,0.0,0.010319148125275209,"(0.002154434690031882, 0.9)"
2025-06-09 00:00:00-04:00,0.003981634978737775,0.00042056328289591686,1,1.0,0.0,0.0,0.00042056328289591686,"(0.002154434690031882, 0.9)"
2025-06-10 00:00:00-04:00,0.007634780620584486,0.004504937999512704,1,1.0,0.0,0.0,0.004504937999512704,"(0.002154434690031882, 0.9)"
2025-06-11 00:00:00-04:00,-0.0006996773288500684,-0.006039348420555595,-1,1.0,2.0,0.0,0.006039348420555595,"(0.002154434690031882, 0.9)"
2025-06-12 00:00:00-04:00,0.00372471996065616,-0.017532133425559288,1,-1.0,2.0,0.0,-0.017532133425559288,"(0.002154434690031882, 0.9)"
2025-06-13 00:00:00-04:00,0.002450823556310759,0.009673458633294208,1,1.0,0.0,0.0,0.009673458633294208,"(0.002154434690031882, 0.9)"
2025-06-16 00:00:00-04:00,0.004257619289784574,-0.0013832005992222114,1,1.0,0.0,0.0,-0.0013832005992222114,"(0.002154434690031882, 0.9)"
2025-06-17 00:00:00-04:00,0.003978241636274308,-0.0007635485347384402,1,1.0,0.0,0.0,-0.0007635485347384402,"(0.002154434690031882, 0.9)"
2025-06-18 00:00:00-04:00,0.005487158316170083,-0.00020622679103848051,1,1.0,0.0,0.0,-0.00020622679103848051,"(0.002154434690031882, 0.9)"
2025-06-20 00:00:00-04:00,0.002461777111159553,-0.009429132718573601,1,1.0,0.0,0.0,-0.009429132718573601,"(0.002154434690031882, 0.9)"
2025-06-23 00:00:00-04:00,0.003600255792988788,0.00959520984830237,1,1.0,0.0,0.0,0.00959520984830237,"(0.002154434690031882, 0.9)"
2025-06-24 00:00:00-04:00,0.006191730003084209,0.00922044681861728,1,1.0,0.0,0.0,0.00922044681861728,"(0.002154434690031882, 0.9)"
2025-06-25 00:00:00-04:00,0.002124338021675445,0.0107642162495956,1,1.0,0.0,0.0,0.0107642162495956,"(0.002154434690031882, 0.9)"
2025-06-26 00:00:00-04:00,0.004081235632107625,0.00655817319780433,1,1.0,0.0,0.0,0.00655817319780433,"(0.002154434690031882, 0.9)"
