date,y_hat,y_real,alpha,signal,signal_prev,cost,pnl
2025-01-13 00:00:00-05:00,-0.00447409190870685,0.020945561756593893,100.0,-1,0.0,0.0,-0.020945561756593893
2025-01-14 00:00:00-05:00,0.007224758934114306,0.014242352738317502,100.0,1,-1.0,0.0,0.014242352738317502
2025-01-15 00:00:00-05:00,0.01076511237328815,0.017462564330738534,100.0,1,1.0,0.0,0.017462564330738534
2025-01-16 00:00:00-05:00,0.006530220790676836,0.023089866202137984,100.0,1,1.0,0.0,0.023089866202137984
2025-01-17 00:00:00-05:00,0.01117805924588006,0.010474303106861739,100.0,1,1.0,0.0,0.010474303106861739
2025-01-21 00:00:00-05:00,0.009368133156834043,0.026832684524582685,100.0,1,1.0,0.0,0.026832684524582685
2025-01-22 00:00:00-05:00,0.0047294716026633574,-0.013830182106360278,100.0,1,1.0,0.0,-0.013830182106360278
2025-01-23 00:00:00-05:00,-0.005078485532228154,0.007781046130746187,100.0,-1,1.0,0.0,-0.007781046130746187
2025-01-24 00:00:00-05:00,-0.0021366617677559653,-0.1334712359751223,100.0,-1,-1.0,0.0,0.1334712359751223
2025-01-27 00:00:00-05:00,-0.007144020470532991,0.02822482202787373,100.0,-1,-1.0,0.0,-0.02822482202787373
2025-01-28 00:00:00-05:00,0.005955157127510709,-0.01949261639543731,100.0,1,-1.0,0.0,-0.01949261639543731
2025-01-29 00:00:00-05:00,0.0057504491430326946,-0.004862233932838957,100.0,1,1.0,0.0,-0.004862233932838957
2025-01-30 00:00:00-05:00,0.01553796534365974,-0.007004035761535207,100.0,1,1.0,0.0,-0.007004035761535207
2025-01-31 00:00:00-05:00,-0.003282805706960659,-0.04531905456032325,100.0,-1,1.0,0.0,0.04531905456032325
2025-02-03 00:00:00-05:00,0.0014556581138708083,0.0025682354569784367,100.0,1,-1.0,0.0,0.0025682354569784367
2025-02-04 00:00:00-05:00,0.006928858436740518,0.025873915915866495,100.0,1,1.0,0.0,0.025873915915866495
2025-02-05 00:00:00-05:00,0.007390705140095414,0.020535875986766122,100.0,1,1.0,0.0,0.020535875986766122
2025-02-06 00:00:00-05:00,0.008032607144995728,0.004187742123981239,100.0,1,1.0,0.0,0.004187742123981239
2025-02-07 00:00:00-05:00,0.003373914635194845,0.0019235954613344413,100.0,1,1.0,0.0,0.0019235954613344413
2025-02-10 00:00:00-05:00,0.010442839687573407,-0.007439489199134852,100.0,1,1.0,0.0,-0.007439489199134852
2025-02-11 00:00:00-05:00,0.007235615479967181,-0.02115594238608635,100.0,1,1.0,0.0,-0.02115594238608635
2025-02-12 00:00:00-05:00,0.009306679313094098,0.0031975525822212094,100.0,1,1.0,0.0,0.0031975525822212094
2025-02-13 00:00:00-05:00,0.011600561993639173,0.008757479449180016,100.0,1,1.0,0.0,0.008757479449180016
2025-02-14 00:00:00-05:00,-0.0012187701952080547,0.017278725456372962,100.0,-1,1.0,0.0,-0.017278725456372962
2025-02-18 00:00:00-05:00,0.02393186747662961,0.0007887893630824533,100.0,1,-1.0,0.0,0.0007887893630824533
2025-02-19 00:00:00-05:00,-0.013410419380974491,0.005729465415404981,100.0,-1,1.0,0.0,-0.005729465415404981
2025-02-20 00:00:00-05:00,0.0019106936377839593,-0.0004997845954038511,100.0,1,-1.0,0.0,-0.0004997845954038511
2025-02-21 00:00:00-05:00,0.0005202252676112622,0.015720497625637254,100.0,1,1.0,0.0,0.015720497625637254
2025-02-24 00:00:00-05:00,0.0013879306472865502,-0.0023054114421287024,100.0,1,1.0,0.0,-0.0023054114421287024
2025-02-25 00:00:00-05:00,0.0023044993398097253,0.026188139905589783,100.0,1,1.0,0.0,0.026188139905589783
2025-02-26 00:00:00-05:00,0.015468623059810706,0.02794234095506401,100.0,1,1.0,0.0,0.02794234095506401
2025-02-27 00:00:00-05:00,0.0004056269540849097,-0.01788690169700711,100.0,1,1.0,0.0,-0.01788690169700711
2025-02-28 00:00:00-05:00,0.005153344234594651,-0.01135137601112419,100.0,1,1.0,0.0,-0.01135137601112419
2025-03-03 00:00:00-05:00,-0.0013141014761464441,-0.030352524036615983,100.0,-1,1.0,0.0,0.030352524036615983
2025-03-04 00:00:00-05:00,0.0004957911634330555,0.013615006470533032,100.0,1,-1.0,0.0,0.013615006470533032
2025-03-05 00:00:00-05:00,0.005904673358086532,-0.032667673251929465,100.0,1,1.0,0.0,-0.032667673251929465
2025-03-06 00:00:00-05:00,0.006397555995306012,0.006131119252062546,100.0,1,1.0,0.0,0.006131119252062546
2025-03-07 00:00:00-05:00,0.002658061565267857,-0.025069832335233144,100.0,1,1.0,0.0,-0.025069832335233144
2025-03-10 00:00:00-04:00,0.0029126556147877135,9.34197016982097e-05,100.0,1,1.0,0.0,9.34197016982097e-05
2025-03-11 00:00:00-04:00,0.010880256324071646,0.04810691100682735,100.0,1,1.0,0.0,0.04810691100682735
2025-03-12 00:00:00-04:00,0.015366369479381869,0.011084024067446211,100.0,1,1.0,0.0,0.011084024067446211
2025-03-13 00:00:00-04:00,0.01900913596006121,0.02587785845510764,100.0,1,1.0,0.0,0.02587785845510764
